entity,original_bucket,original_sub_type,original_unresolved_reason,phase8_match_status,phase8_match_type,phase8_match_category,phase8_confidence_label,phase8_confidence_score,description_overlap_score,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_count,candidate_summary,notes,phase8_quality_flag,phase8_quality_notes
13S-lipoxygenase 2,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A5D3BFG7,A0A5D3BFG7_CUCME,CUCME,trembl,,,,,false,5,A0A5D3BFG7|A0A5D3BFG7_CUCME|CUCME|trembl(ov=1.00); A0A2R6P8A4|A0A2R6P8A4_ACTCC|ACTCC|trembl(ov=1.00); A0A2R6P882|A0A2R6P882_ACTCC|ACTCC|trembl(ov=1.00); A0A5D3BCK5|A0A5D3BCK5_CUCME|CUCME|trembl(ov=1.00); A0A6B9V667|A0A6B9V667_ARAHY|ARAHY|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
14 kDa proline-rich protein DC2.15,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1CG74,M1CG74_SOLTU,SOLTU,trembl,,,,,false,8,M1CG74|M1CG74_SOLTU|SOLTU|trembl(ov=1.00); M1BTY7|M1BTY7_SOLTU|SOLTU|trembl(ov=1.00); A0A0B2Q160|A0A0B2Q160_GLYSO|GLYSO|trembl(ov=1.00); A0A5E4F7H1|A0A5E4F7H1_PRUDU|PRUDU|trembl(ov=1.00); A0A8B8N229|A0A8B8N229_9MYRT|9MYRT|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
15-cis-phytoene desaturase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q9D0S3,A0A1Q9D0S3_SYMMI,SYMMI,trembl,,,,,false,6,A0A1Q9D0S3|A0A1Q9D0S3_SYMMI|SYMMI|trembl(ov=1.00); A0AAD6RRY9|A0AAD6RRY9_9ROSI|9ROSI|trembl(ov=1.00); A0AAD6RGZ3|A0AAD6RGZ3_9ROSI|9ROSI|trembl(ov=1.00); A0A5D3DPT8|A0A5D3DPT8_CUCME|CUCME|trembl(ov=1.00); A0A833RFC6|A0A833RFC6_9POAL|9POAL|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
15-cis-phytoene synthase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,F4KGX7,F4KGX7_ARATH,ARATH,trembl,,,,,false,6,F4KGX7|F4KGX7_ARATH|ARATH|trembl(ov=1.00); A0A7J6F636|A0A7J6F636_CANSA|CANSA|trembl(ov=1.00); A0A1U7W860|A0A1U7W860_NICSY|NICSY|trembl(ov=1.00); A0A251T5D2|A0A251T5D2_HELAN|HELAN|trembl(ov=1.00); A0A076L2S9|A0A076L2S9_GOSHI|GOSHI|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
15-cis-zeta-carotene isomerase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1P8AWQ2,A0A1P8AWQ2_ARATH,ARATH,trembl,,,,,false,3,A0A1P8AWQ2|A0A1P8AWQ2_ARATH|ARATH|trembl(ov=1.00); A0A072TUT7|A0A072TUT7_MEDTR|MEDTR|trembl(ov=1.00); A0A0A7DVM9|A0A0A7DVM9_LYCRU|LYCRU|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
16-kDa γ-zein,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,C0P381,ZEG1_MAIZE,MAIZE,sprot,,,,,false,5,C0P381|ZEG1_MAIZE|MAIZE|sprot(ov=1.00); Q00LN8|Q00LN8_MAIZE|MAIZE|trembl(ov=1.00); Q00LN5|Q00LN5_MAIZE|MAIZE|trembl(ov=1.00); Q548E9|Q548E9_MAIZE|MAIZE|trembl(ov=1.00); Q548E8|Q548E8_MAIZE|MAIZE|trembl(ov=1.00),"strong description match, single organism",ok,
16S rRNA,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A5E4EK46,A0A5E4EK46_PRUDU,PRUDU,trembl,,,,,false,7,A0A5E4EK46|A0A5E4EK46_PRUDU|PRUDU|trembl(ov=1.00); A0A5E4ENK7|A0A5E4ENK7_PRUDU|PRUDU|trembl(ov=1.00); K8EIB0|K8EIB0_9CHLO|9CHLO|trembl(ov=1.00); A0A2J7ZYS4|A0A2J7ZYS4_9CHLO|9CHLO|trembl(ov=1.00); A0A445HVY4|A0A445HVY4_GLYSO|GLYSO|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
16S rRNA gene,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A5E4EK46,A0A5E4EK46_PRUDU,PRUDU,trembl,,,,,false,7,A0A5E4EK46|A0A5E4EK46_PRUDU|PRUDU|trembl(ov=1.00); A0A5E4ENK7|A0A5E4ENK7_PRUDU|PRUDU|trembl(ov=1.00); K8EIB0|K8EIB0_9CHLO|9CHLO|trembl(ov=1.00); A0A2J7ZYS4|A0A2J7ZYS4_9CHLO|9CHLO|trembl(ov=1.00); A0A445HVY4|A0A445HVY4_GLYSO|GLYSO|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
18S ribosomal gene,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,B6SM91,B6SM91_MAIZE,MAIZE,trembl,,,,,false,7,B6SM91|B6SM91_MAIZE|MAIZE|trembl(ov=1.00); A0A5E4F2N4|A0A5E4F2N4_PRUDU|PRUDU|trembl(ov=1.00); A0A5E4F6E5|A0A5E4F6E5_PRUDU|PRUDU|trembl(ov=1.00); A0A101LZF7|A0A101LZF7_PICGL|PICGL|trembl(ov=1.00); A0A3B6C8F2|A0A3B6C8F2_WHEAT|WHEAT|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
18S rRNA,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A835M5K3,A0A835M5K3_9MAGN,9MAGN,trembl,,,,,false,7,A0A835M5K3|A0A835M5K3_9MAGN|9MAGN|trembl(ov=1.00); A0A9Q1KMN9|A0A9Q1KMN9_9CARY|9CARY|trembl(ov=1.00); A0A6A6K5X2|A0A6A6K5X2_HEVBR|HEVBR|trembl(ov=1.00); A0A8X7ZWH0|A0A8X7ZWH0_POPTO|POPTO|trembl(ov=1.00); A0A8X7ZUR3|A0A8X7ZUR3_POPTO|POPTO|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
18S rRNA gene,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A835M5K3,A0A835M5K3_9MAGN,9MAGN,trembl,,,,,false,7,A0A835M5K3|A0A835M5K3_9MAGN|9MAGN|trembl(ov=1.00); A0A9Q1KMN9|A0A9Q1KMN9_9CARY|9CARY|trembl(ov=1.00); A0A6A6K5X2|A0A6A6K5X2_HEVBR|HEVBR|trembl(ov=1.00); A0A8X7ZWH0|A0A8X7ZWH0_POPTO|POPTO|trembl(ov=1.00); A0A8X7ZUR3|A0A8X7ZUR3_POPTO|POPTO|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A1R3JCJ1,A0A1R3JCJ1_9ROSI,9ROSI,trembl,,,,,false,2,A0A1R3JCJ1|A0A1R3JCJ1_9ROSI|9ROSI|trembl(ov=1.00); A0A5B6X0S3|A0A5B6X0S3_9ROSI|9ROSI|trembl(ov=1.00),"strong description match, single organism",broad_taxon_warning,broad_taxon_warning
"2,4,6-trihydroxybenzophenone synthase",D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,L7NCQ3,TBSYN_GARMA,GARMA,sprot,,,,,false,1,L7NCQ3|TBSYN_GARMA|GARMA|sprot(ov=1.00),"strong description match, single organism",ok,
2-alkenal reductase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,C0LNV1,C0LNV1_ARTAN,ARTAN,trembl,,,,,false,5,C0LNV1|C0LNV1_ARTAN|ARTAN|trembl(ov=1.00); A0A4Y1RW88|A0A4Y1RW88_PRUDU|PRUDU|trembl(ov=1.00); A0A4Y1RX94|A0A4Y1RX94_PRUDU|PRUDU|trembl(ov=1.00); K8E8Z4|K8E8Z4_9CHLO|9CHLO|trembl(ov=1.00); A0A0B2PLD9|A0A0B2PLD9_GLYSO|GLYSO|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
"2-C-methyl-d-erythritol 2,4-cyclodiphosphate synthase",D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A6A6MJC2,A0A6A6MJC2_HEVBR,HEVBR,trembl,,,,,false,4,A0A6A6MJC2|A0A6A6MJC2_HEVBR|HEVBR|trembl(ov=1.00); A0A2H1ZEF4|A0A2H1ZEF4_ARATH|ARATH|trembl(ov=1.00); A0A9E7G3A2|A0A9E7G3A2_9LILI|9LILI|trembl(ov=1.00); A0A7S4AEB4|A0A7S4AEB4_9STRA|9STRA|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A072USE3,A0A072USE3_MEDTR,MEDTR,trembl,,,,,false,7,A0A072USE3|A0A072USE3_MEDTR|MEDTR|trembl(ov=1.00); A4S0I5|A4S0I5_OSTLU|OSTLU|trembl(ov=1.00); A0A9W6F289|A0A9W6F289_9CHLO|9CHLO|trembl(ov=1.00); A0A9W6BAG2|A0A9W6BAG2_9CHLO|9CHLO|trembl(ov=1.00); Q93WB8|Q93WB8_ARATH|ARATH|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
"2-C-methyl-D-erythritol-2,4-cyclodiphosphate synthase",D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A6A6MJC2,A0A6A6MJC2_HEVBR,HEVBR,trembl,,,,,false,4,A0A6A6MJC2|A0A6A6MJC2_HEVBR|HEVBR|trembl(ov=1.00); A0A2H1ZEF4|A0A2H1ZEF4_ARATH|ARATH|trembl(ov=1.00); A0A9E7G3A2|A0A9E7G3A2_9LILI|9LILI|trembl(ov=1.00); A0A7S4AEB4|A0A7S4AEB4_9STRA|9STRA|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
2-cys peroxiredoxin,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A3FPF1,A3FPF1_NELNU,NELNU,trembl,,,,,false,7,A3FPF1|A3FPF1_NELNU|NELNU|trembl(ov=1.00); A0A061SNR4|A0A061SNR4_9CHLO|9CHLO|trembl(ov=1.00); A0A8A6KMF9|A0A8A6KMF9_9STRA|9STRA|trembl(ov=1.00); A0A023HA57|A0A023HA57_9STRA|9STRA|trembl(ov=1.00); A0A8A6KGD3|A0A8A6KGD3_9STRA|9STRA|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
2-Cys peroxiredoxin A,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A438F7Q8,A0A438F7Q8_VITVI,VITVI,trembl,,,,,false,4,A0A438F7Q8|A0A438F7Q8_VITVI|VITVI|trembl(ov=1.00); Q96291|BAS1A_ARATH|ARATH|sprot(ov=1.00); P0C5C9|REHYA_ORYSJ|ORYSJ|sprot(ov=1.00); P0C5C8|REHYA_ORYSI|ORYSI|sprot(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
2-Cys peroxiredoxin B,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1P8BD74,A0A1P8BD74_ARATH,ARATH,trembl,,,,,false,4,A0A1P8BD74|A0A1P8BD74_ARATH|ARATH|trembl(ov=1.00); P0C5D1|REHYB_ORYSJ|ORYSJ|sprot(ov=1.00); P0C5D0|REHYB_ORYSI|ORYSI|sprot(ov=1.00); Q9C5R8|BAS1B_ARATH|ARATH|sprot(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
2-Cys peroxiredoxin BAS1,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A8A6KMF9,A0A8A6KMF9_9STRA,9STRA,trembl,,,,,false,8,A0A8A6KMF9|A0A8A6KMF9_9STRA|9STRA|trembl(ov=1.00); A0A023HA57|A0A023HA57_9STRA|9STRA|trembl(ov=1.00); A0A8A6KGD3|A0A8A6KGD3_9STRA|9STRA|trembl(ov=1.00); A0A976UFT9|A0A976UFT9_9STRA|9STRA|trembl(ov=1.00); A0A8K1YH32|A0A8K1YH32_9STRA|9STRA|trembl(ov=1.00),"strong description match, single organism",broad_taxon_warning,broad_taxon_warning
2-Cys PRX,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A3FPF1,A3FPF1_NELNU,NELNU,trembl,,,,,false,2,A3FPF1|A3FPF1_NELNU|NELNU|trembl(ov=1.00); P0C5C9|REHYA_ORYSJ|ORYSJ|sprot(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
2-hydroxyisoflavanone dehydratase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1D4T3,M1D4T3_SOLTU,SOLTU,trembl,,,,,false,9,M1D4T3|M1D4T3_SOLTU|SOLTU|trembl(ov=1.00); M1D4T8|M1D4T8_SOLTU|SOLTU|trembl(ov=1.00); M1D4T9|M1D4T9_SOLTU|SOLTU|trembl(ov=1.00); G7K2A3|G7K2A3_MEDTR|MEDTR|trembl(ov=1.00); I3SHP5|I3SHP5_MEDTR|MEDTR|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
2-isopropylmalate synthase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1P8AV04,A0A1P8AV04_ARATH,ARATH,trembl,,,,,false,4,A0A1P8AV04|A0A1P8AV04_ARATH|ARATH|trembl(ov=1.00); A0A1P8AUZ8|A0A1P8AUZ8_ARATH|ARATH|trembl(ov=1.00); A0A178UVU6|A0A178UVU6_ARATH|ARATH|trembl(ov=1.00); Q39891|LEU1_SOYBN|SOYBN|sprot(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
2-oxoglutarate (2OG) and Fe (II)-dependent oxygenase gene,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,F4J9Z1,F4J9Z1_ARATH,ARATH,trembl,,,,,false,9,F4J9Z1|F4J9Z1_ARATH|ARATH|trembl(ov=1.00); F4J9Y9|F4J9Y9_ARATH|ARATH|trembl(ov=1.00); A0A2V0NXU3|A0A2V0NXU3_9CHLO|9CHLO|trembl(ov=1.00); A0A225WX16|A0A225WX16_9STRA|9STRA|trembl(ov=1.00); M1C0P5|M1C0P5_SOLTU|SOLTU|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
2-oxoglutarate and Fe (II)-dependent oxygenase superfamily proteins,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,0.8571,F4J9Z1,F4J9Z1_ARATH,ARATH,trembl,,,,,false,9,F4J9Z1|F4J9Z1_ARATH|ARATH|trembl(ov=0.86); F4J9Y9|F4J9Y9_ARATH|ARATH|trembl(ov=0.86); M1C0P5|M1C0P5_SOLTU|SOLTU|trembl(ov=0.86); A0A061R8M8|A0A061R8M8_9CHLO|9CHLO|trembl(ov=0.86); A0AAD4YYJ3|A0AAD4YYJ3_PRUDU|PRUDU|trembl(ov=0.86),"strong description match, 5 organisms (ambiguous)",ok,
2-oxoglutarate dehydrogenase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1S4DFN4,A0A1S4DFN4_TOBAC,TOBAC,trembl,,,,,false,5,A0A1S4DFN4|A0A1S4DFN4_TOBAC|TOBAC|trembl(ov=1.00); A0A1D6ECN3|A0A1D6ECN3_MAIZE|MAIZE|trembl(ov=1.00); A0A1D6J5Q6|A0A1D6J5Q6_MAIZE|MAIZE|trembl(ov=1.00); A0A1D6J5S2|A0A1D6J5S2_MAIZE|MAIZE|trembl(ov=1.00); A0A1D6ECK8|A0A1D6ECK8_MAIZE|MAIZE|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
2-oxoglutarate iron-dependent oxygenase superfamily,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,0.8,A0A2P6TXG0,A0A2P6TXG0_CHLSO,CHLSO,trembl,,,,,false,9,A0A2P6TXG0|A0A2P6TXG0_CHLSO|CHLSO|trembl(ov=0.80); D8R1I8|D8R1I8_SELML|SELML|trembl(ov=0.80); D8R1W7|D8R1W7_SELML|SELML|trembl(ov=0.80); D8R595|D8R595_SELML|SELML|trembl(ov=0.80); A0A2U1NSG3|A0A2U1NSG3_ARTAN|ARTAN|trembl(ov=0.80),"strong description match, 6 organisms (ambiguous)",ok,
2-oxoglutarate-dependent dioxygenase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q9ZTA2,AOP2C_ARATH,ARATH,sprot,,,,,false,7,Q9ZTA2|AOP2C_ARATH|ARATH|sprot(ov=1.00); A0A072UG76|A0A072UG76_MEDTR|MEDTR|trembl(ov=1.00); A0A072US99|A0A072US99_MEDTR|MEDTR|trembl(ov=1.00); A0A9K3H066|A0A9K3H066_HELAN|HELAN|trembl(ov=1.00); A0A251TIK0|A0A251TIK0_HELAN|HELAN|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
2-oxoglutarate-dependent dioxygenase AOP1,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q9ZTA3,AOP1C_ARATH,ARATH,sprot,,,,,false,9,Q9ZTA3|AOP1C_ARATH|ARATH|sprot(ov=1.00); Q945B6|AOP1L_ARATH|ARATH|sprot(ov=1.00); Q944Z5|AOP1V_ARATH|ARATH|sprot(ov=1.00); A0A3L6DC11|A0A3L6DC11_MAIZE|MAIZE|trembl(ov=1.00); A0A3L6EZ95|A0A3L6EZ95_MAIZE|MAIZE|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
2-oxoglutarate-dependent oxygenase superfamily protein,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,F4J9Z1,F4J9Z1_ARATH,ARATH,trembl,,,,,false,9,F4J9Z1|F4J9Z1_ARATH|ARATH|trembl(ov=1.00); F4J9Y9|F4J9Y9_ARATH|ARATH|trembl(ov=1.00); M1C0P5|M1C0P5_SOLTU|SOLTU|trembl(ov=1.00); A0A061R8M8|A0A061R8M8_9CHLO|9CHLO|trembl(ov=1.00); A0AAD4YYJ3|A0AAD4YYJ3_PRUDU|PRUDU|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
2-oxoglutarate-iron(II) dependent oxygenase (spot 42),D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A2P6TXG0,A0A2P6TXG0_CHLSO,CHLSO,trembl,,,,,false,9,A0A2P6TXG0|A0A2P6TXG0_CHLSO|CHLSO|trembl(ov=1.00); D8R1I8|D8R1I8_SELML|SELML|trembl(ov=1.00); D8R1W7|D8R1W7_SELML|SELML|trembl(ov=1.00); D8R595|D8R595_SELML|SELML|trembl(ov=1.00); A0A2U1NSG3|A0A2U1NSG3_ARTAN|ARTAN|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
2-Oxoglutarate/Fe (II)-dependent dioxygenase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0AAP0G721,A0AAP0G721_9ASPA,9ASPA,trembl,,,,,false,9,A0AAP0G721|A0AAP0G721_9ASPA|9ASPA|trembl(ov=1.00); A0AAP0B3M8|A0AAP0B3M8_9ASPA|9ASPA|trembl(ov=1.00); A0AAP0BJA8|A0AAP0BJA8_9ASPA|9ASPA|trembl(ov=1.00); A0A9K3M303|A0A9K3M303_9STRA|9STRA|trembl(ov=1.00); A0A9K3Q783|A0A9K3Q783_9STRA|9STRA|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
2-oxoglutarate/Fe(II)-dependent dioxygenase-like,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0AAP0G721,A0AAP0G721_9ASPA,9ASPA,trembl,,,,,false,9,A0AAP0G721|A0AAP0G721_9ASPA|9ASPA|trembl(ov=1.00); A0AAP0B3M8|A0AAP0B3M8_9ASPA|9ASPA|trembl(ov=1.00); A0AAP0BJA8|A0AAP0BJA8_9ASPA|9ASPA|trembl(ov=1.00); A0A9K3M303|A0A9K3M303_9STRA|9STRA|trembl(ov=1.00); A0A9K3Q783|A0A9K3Q783_9STRA|9STRA|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
2-oxoglutarate/Fe(II)-dependent oxygenases,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,A0AAP0G721,A0AAP0G721_9ASPA,9ASPA,trembl,,,,,false,10,A0AAP0G721|A0AAP0G721_9ASPA|9ASPA|trembl(ov=0.75); A0AAP0B3M8|A0AAP0B3M8_9ASPA|9ASPA|trembl(ov=0.75); A0AAP0BJA8|A0AAP0BJA8_9ASPA|9ASPA|trembl(ov=0.75); A0A9K3M303|A0A9K3M303_9STRA|9STRA|trembl(ov=0.75); A0A9K3Q783|A0A9K3Q783_9STRA|9STRA|trembl(ov=0.75),partial description match (coverage),broad_taxon_warning,broad_taxon_warning
2-oxoisovalerate dehydrogenase (subunit alpha and beta 1),D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,D2KZ14,D2KZ14_WHEAT,WHEAT,trembl,,,,,false,4,D2KZ14|D2KZ14_WHEAT|WHEAT|trembl(ov=1.00); A0A072VB64|A0A072VB64_MEDTR|MEDTR|trembl(ov=1.00); A0A072V144|A0A072V144_MEDTR|MEDTR|trembl(ov=1.00); A0A5E4FXN9|A0A5E4FXN9_PRUDU|PRUDU|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
2-oxoisovalerate dehydrogenase subunit alpha 1,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A072VB64,A0A072VB64_MEDTR,MEDTR,trembl,,,,,false,6,A0A072VB64|A0A072VB64_MEDTR|MEDTR|trembl(ov=1.00); A0A072V144|A0A072V144_MEDTR|MEDTR|trembl(ov=1.00); W9R3Z6|W9R3Z6_9ROSA|9ROSA|trembl(ov=1.00); W9R8D5|W9R8D5_9ROSA|9ROSA|trembl(ov=1.00); W9QQB7|W9QQB7_9ROSA|9ROSA|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",generic_description_warning,generic_description_warning
2-phospho-D-glycerate hydro-lyase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q43130,ENO_MESCR,MESCR,sprot,,,,,false,5,Q43130|ENO_MESCR|MESCR|sprot(ov=1.00); P26301|ENO1_MAIZE|MAIZE|sprot(ov=1.00); P42895|ENO2_MAIZE|MAIZE|sprot(ov=1.00); P31683|ENO_CHLRE|CHLRE|sprot(ov=1.00); Q42971|ENO_ORYSJ|ORYSJ|sprot(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
2-phospho-D-glycerate hydrolyase,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,Q43130,ENO_MESCR,MESCR,sprot,,,,,false,5,Q43130|ENO_MESCR|MESCR|sprot(ov=0.75); P26301|ENO1_MAIZE|MAIZE|sprot(ov=0.75); P42895|ENO2_MAIZE|MAIZE|sprot(ov=0.75); P31683|ENO_CHLRE|CHLRE|sprot(ov=0.75); Q42971|ENO_ORYSJ|ORYSJ|sprot(ov=0.75),partial description match (coverage),ok,
2-phosphoglycerate kinase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,K4AA32,K4AA32_SETIT,SETIT,trembl,,,,,false,8,K4AA32|K4AA32_SETIT|SETIT|trembl(ov=1.00); K4A9N5|K4A9N5_SETIT|SETIT|trembl(ov=1.00); I1IDZ8|I1IDZ8_BRADI|BRADI|trembl(ov=1.00); I1HAU8|I1HAU8_BRADI|BRADI|trembl(ov=1.00); A0A3P5ZXZ7|A0A3P5ZXZ7_BRACM|BRACM|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
2-tryptophan decarboxylase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1AG72,M1AG72_SOLTU,SOLTU,trembl,,,,,false,5,M1AG72|M1AG72_SOLTU|SOLTU|trembl(ov=1.00); M1AG73|M1AG73_SOLTU|SOLTU|trembl(ov=1.00); M1AG74|M1AG74_SOLTU|SOLTU|trembl(ov=1.00); A0A3Q7HCS5|A0A3Q7HCS5_SOLLC|SOLLC|trembl(ov=1.00); A0A3Q7HFV4|A0A3Q7HFV4_SOLLC|SOLLC|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
20 kDa chaperonin,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,K4AH50,K4AH50_SETIT,SETIT,trembl,,,,,false,10,K4AH50|K4AH50_SETIT|SETIT|trembl(ov=1.00); I1GRU5|I1GRU5_BRADI|BRADI|trembl(ov=1.00); C6SZ55|C6SZ55_SOYBN|SOYBN|trembl(ov=1.00); C6T4J1|C6T4J1_SOYBN|SOYBN|trembl(ov=1.00); C6TFY7|C6TFY7_SOYBN|SOYBN|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
20S proteasome,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A2YVR7,PSA2_ORYSI,ORYSI,sprot,,,,,false,6,A2YVR7|PSA2_ORYSI|ORYSI|sprot(ov=1.00); Q10KF0|PSA2_ORYSJ|ORYSJ|sprot(ov=1.00); Q9LSU0|PSA3_ORYSJ|ORYSJ|sprot(ov=1.00); O82530|PSA4_PETHY|PETHY|sprot(ov=1.00); Q9LSU1|PSA5_ORYSJ|ORYSJ|sprot(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
22.7 kDa class IV heat shock protein,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,O64564,HS185_ARATH,ARATH,sprot,,,,,false,4,O64564|HS185_ARATH|ARATH|sprot(ov=1.00); P19244|HSP41_PEA|PEA|sprot(ov=1.00); P30236|HSP41_SOYBN|SOYBN|sprot(ov=1.00); A0A072VLF1|A0A072VLF1_MEDTR|MEDTR|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
